,FID,GPID,address,shp__area,DA_ID,pop_2016,pop_2011,pop_chng_p,pop_dens,land_area,dwell_dens,0_14_yrs,15_64_yrs,65_plus_yr,20_24_yrs,20_24_pct,0_14_pct,15_64_pct,65_pls_pct,pop_age_av,dwellings,s_d_h,s_d_h_pct,hs_size_av,dwl_chld,dwl_chld_p,ave_inc,median_val,ave_val,owner,owner_pct,rentr,rentr_pct,own_30pls,rnt_30pls,rent_av,highr_ed,bach,bach_pct,mast,mast_pct,doct,doct_pct,unemployme,commute,transit,transit_p,walk,walk_pct,bicyc,bicyc_pct,mvrs_1yr_p,mvrs_3yr_p,noise_km,bark_km,bylaw_km,other_km,total_km,school_sco,trees_km,ws_ave,bs_ave,ADDRESS,LIST_PRICE,SOLD_ON,SELL_PRICE,DOM,BDRMS,BDRMS+,SIZE_SQFT,AGE,STYLE,BSMT,ASS_YR,ASS_AMT,TAX_YR,TAX_AMT,LOT_DPTH,LOT_FRNT,PARCEL_NO,COMMUNITY,TYPE,LAT,LON
114,2764,2000019338,38 MCCURDY ROAD,17283.609375,35230276.0,600.0,624.0,-3.8,5128.2,0.1,1858.3,135.0,440.0,25.0,80.0,13.3,22.5,73.3,4.2,31.5,190.0,150.0,79.0,3.2,100.0,52.6,73593.0,440168.99999999994,422079.00000000006,160.0,78.0,45.0,22.0,15.6,66.7,1760.0,510.0,215.0,42.2,40.0,7.8,15.0,2.9,12.2,315.0,35.0,11.1,10.0,3.2,0.0,0.0,16.7,50.8,73.316,2.64456677,4.99417353,401.48690796,482.44064331,7.65,0.0,18.937,38.579,38 MCCURDY ROAD,749000,06-Jul-21,728000,13.0,4,,,,2-Storey,Finished,2021.0,395000.0,2021,4513.31,114.83,31.71,714900741,Guelph South,ResidentialProperty,43.51144531,-80.21240578
115,22368,2000019702,9 SILVERSMITH COURT,6168.453124999999,35230499.0,844.0,891.0,-5.3,1322.9,0.6,604.7,125.0,570.0,150.0,80.0,9.5,14.8,67.5,17.8,40.8,350.0,90.0,25.7,2.4,135.0,38.6,72011.0,400643.00000000006,412800.99999999994,295.0,85.5,50.0,14.5,13.8,50.0,1015.0,680.0,305.0,44.9,90.0,13.2,25.0,3.7,6.2,405.0,60.0,14.8,25.0,6.2,20.0,4.9,12.5,49.3,61.799,2.87100744,4.51837826,449.83175659,519.01843262,7.65,0.0,13.955,37.612,9 SILVERSMITH COURT,850000,21-May-21,850000,8.0,3,1.0,,,2-Storey,Finished,,,2021,4200.0,,34.06,-,Hanlon Creek,ResidentialProperty,43.5109528,-80.2085202
116,43086,2000014024,78 AMSTERDAM CRESCENT,17607.34765625,35230387.0,1287.0,785.0,63.9,2605.8,0.5,1022.4,295.0,880.0,115.0,100.0,7.8,23.0,68.5,8.9,34.3,460.0,255.0,55.4,2.8,230.0,50.0,82433.0,592964.0,570274.0,375.0,79.8,90.0,19.1,9.3,61.1,1320.0,1010.0,450.0,44.6,105.0,10.4,25.0,2.5,1.9,715.0,60.0,8.4,10.0,1.4,20.0,2.8,14.9,44.7,22.837,2.30672526,1.98318219,237.94480896,265.07162476,8.0,0.0,33.176,35.657,78 AMSTERDAM CRESCENT,1274900,06-Dec-21,1550000,7.0,4,,3500.0,15.0,2-Storey,Apartment,,,2021,8204.0,105.0,37.0,711863036,Two Rivers,ResidentialProperty,43.51794242,-80.19149986
117,45323,2000015481,38 BAXTER DRIVE,21704.421875,35230393.0,4493.0,3214.0,39.8,3611.7,1.2,1299.2,1055.0,3105.0,335.0,340.0,7.6,23.5,69.2,7.5,33.7,1495.0,790.0,52.8,3.0,830.0,55.5,80801.0,501027.00000000006,526109.0,1235.0,82.9,255.0,17.1,19.8,37.3,1538.0,3450.0,1315.0,38.1,245.0,7.1,95.0,2.8,6.6,2195.0,75.0,3.4,20.0,0.9,10.0,0.5,13.6,46.1,34.796,2.24260044,3.78547263,206.68663025,247.51211548,8.0,0.0,18.013,33.253,38 BAXTER DRIVE,1199500,30-Aug-21,1360777,5.0,3,,,15.0,2-Storey,Finished,,,2021,6488.23,111.73,40.09,-,Pine Ridge,ResidentialProperty,43.51528397,-80.17887107
118,28066,2000020576,47 CARRINGTON PLACE,20239.8203125,35230499.0,844.0,891.0,-5.3,1322.9,0.6,604.7,125.0,570.0,150.0,80.0,9.5,14.8,67.5,17.8,40.8,350.0,90.0,25.7,2.4,135.0,38.6,72011.0,400643.00000000006,412800.99999999994,295.0,85.5,50.0,14.5,13.8,50.0,1015.0,680.0,305.0,44.9,90.0,13.2,25.0,3.7,6.2,405.0,60.0,14.8,25.0,6.2,20.0,4.9,12.5,49.3,63.034,2.88004446,4.04949188,457.69082642,527.65338135,7.65,0.0,15.538,46.495,47 CARRINGTON PLACE,849900,04-Dec-21,870000,11.0,3,1.0,1500.0,30.0,2 1/2 Storey,Finished,,,2021,4673.27,150.72,31.32,230806001,Guelph South,ResidentialProperty,43.51292567,-80.20678506
119,21971,2000019701,58 CARRINGTON PLACE,19393.546875,35230499.0,844.0,891.0,-5.3,1322.9,0.6,604.7,125.0,570.0,150.0,80.0,9.5,14.8,67.5,17.8,40.8,350.0,90.0,25.7,2.4,135.0,38.6,72011.0,400643.00000000006,412800.99999999994,295.0,85.5,50.0,14.5,13.8,50.0,1015.0,680.0,305.0,44.9,90.0,13.2,25.0,3.7,6.2,405.0,60.0,14.8,25.0,6.2,20.0,4.9,12.5,49.3,57.077,2.67469358,4.11861277,468.04812622,531.91693115,7.65,0.0,12.817,51.437,58 CARRINGTON PLACE,1099000,26-Nov-21,1099000,14.0,3,2.0,,,2-Storey,Apartment,,,2021,6512.87,145.01,31.17,714920515,Guelph South,ResidentialProperty,43.51258281,-80.20666055
120,380,2000015459,79 PORTER COURT,10294.7734375,35230390.0,570.0,562.0,1.4,3490.5,0.2,1112.5,125.0,400.0,45.0,45.0,7.9,21.9,70.2,7.9,35.7,170.0,155.0,91.2,3.3,115.0,67.7,80988.0,500508.0,623201.0,150.0,90.9,10.0,6.1,13.3,0.0,0.0,420.0,160.0,38.1,30.0,7.1,0.0,0.0,3.1,295.0,0.0,0.0,10.0,3.4,0.0,0.0,3.8,19.8,18.262,2.82605696,1.67145407,214.52464294,237.28010559,7.68,0.0,36.333,53.25,79 PORTER COURT,991889,29-Jun-21,1080000,5.0,3,,,,2-Storey,Finished,,,2021,5919.0,108.27,36.09,-,Pine Ridge,ResidentialProperty,43.50717713,-80.19012925
121,14366,2000013749,73 PORTER COURT,10294.7734375,35230390.0,570.0,562.0,1.4,3490.5,0.2,1112.5,125.0,400.0,45.0,45.0,7.9,21.9,70.2,7.9,35.7,170.0,155.0,91.2,3.3,115.0,67.7,80988.0,500508.0,623201.0,150.0,90.9,10.0,6.1,13.3,0.0,0.0,420.0,160.0,38.1,30.0,7.1,0.0,0.0,3.1,295.0,0.0,0.0,10.0,3.4,0.0,0.0,3.8,19.8,20.309,2.73473811,1.89674842,228.4133606,253.349823,7.68,0.0,30.329,42.247,73 PORTER COURT,999500,25-May-21,1090000,6.0,5,,3000.0,30.0,Bungalow,Finished,,,2020,5299.81,108.0,55.0,-,Clairfields,ResidentialProperty,43.507398,-80.190427
122,25371,2000021291,7 HARTS LANE EAST,27324.765625,35230382.0,2652.0,1825.0,45.3,749.7,3.5,304.8,410.0,1550.0,685.0,175.0,6.6,15.5,58.5,25.8,44.7,1025.0,700.0,68.3,2.6,400.0,39.0,102461.0,562510.0,601865.9999999999,955.0,94.1,60.0,5.9,13.1,66.7,1716.0,2180.0,1055.0,48.4,225.0,10.3,115.0,5.3,6.0,1130.0,45.0,4.0,65.0,5.8,10.0,0.9,15.9,44.1,28.107,2.3349998,2.81016493,589.12200928,622.36865234,7.65,5.62762459753,27.316,41.289,7 HARTS LANE EAST,999900,05-May-21,1025000,9.0,4,,1500.0,30.0,2-Storey,Finished,2021.0,573000.0,2021,7005.0,170.0,59.0,715050334,Guelph South,ResidentialProperty,43.5197953,-80.20638793
123,2053,2000022527,19 ATTO DRIVE,12548.76953125,35230071.0,2141.0,1392.0,53.8,1421.6,1.5,521.9,505.0,1440.0,195.0,130.0,6.1,23.6,67.3,9.1,34.5,775.0,325.0,41.9,2.7,365.0,47.1,58706.0,374132.99999999994,394683.00000000006,535.0,68.6,245.0,31.4,21.5,36.7,1069.0,1575.0,365.0,23.2,55.0,3.5,15.0,1.0,4.3,1050.0,75.0,7.1,20.0,1.9,10.0,1.0,10.8,51.4,10.638,5.07176781,3.13594437,364.84869385,383.69165039,4.3,0.0,31.758,45.591,19 ATTO DRIVE,774900,14-Jul-21,907000,5.0,2,1.0,,,Bungalow,Finished,,,2021,4741.0,,46.0,230803002,Grange Hill East,ResidentialProperty,43.5826931,-80.2586272
124,21387,2000005662,39 WASHBURN DRIVE,35548.796875,35230366.0,3631.0,3119.0,16.4,3210.4,1.1,1020.4,1015.0,2420.0,195.0,180.0,5.0,28.0,66.7,5.4,31.7,1145.0,685.0,59.8,3.2,710.0,62.0,70064.0,421096.99999999994,433144.0,1120.0,94.9,60.0,5.1,13.8,33.3,1413.0,2675.0,790.0,29.5,120.0,4.5,25.0,0.9,3.2,2020.0,70.0,3.5,0.0,0.0,10.0,0.5,11.1,36.4,23.816,4.95692492,2.34181285,279.50378418,310.61694336,6.23,0.0,24.337,33.604,39 WASHBURN DRIVE,1100000,01-Oct-21,1083000,26.0,5,,2000.0,15.0,2-Storey,Finished,2021.0,448000.0,2021,4500.0,111.0,44.0,714932040,Grange Hill East,ResidentialProperty,43.57011708,-80.23216849
125,5148,2000010426,34 MUSKOKA DRIVE,14464.37890625,35230068.0,297.0,304.0,-2.3,2223.1,0.1,961.5,40.0,185.0,70.0,25.0,8.5,13.6,62.7,23.7,44.6,125.0,105.0,84.0,2.4,50.0,40.0,50226.0,350010.0,373271.00000000006,100.0,80.0,30.0,24.0,20.0,0.0,0.0,280.0,50.0,17.9,0.0,0.0,0.0,0.0,6.8,190.0,15.0,7.9,10.0,5.3,0.0,0.0,20.3,23.2,11.751,3.83948588,3.33729935,484.02667236,502.95306396,4.3,66.5180598623,21.375,42.563,34 MUSKOKA DRIVE,749900,12-Aug-21,855500,7.0,3,,1100.0,50.0,Bungalow-Raised,Part Bsmt,2021.0,350000.0,2021,3990.0,120.0,47.0,713530134,Brant,ResidentialProperty,43.58026145,-80.25322668
126,45839,2000006721,18 CREIGHTON AVENUE,5703.65234375,35230366.0,3631.0,3119.0,16.4,3210.4,1.1,1020.4,1015.0,2420.0,195.0,180.0,5.0,28.0,66.7,5.4,31.7,1145.0,685.0,59.8,3.2,710.0,62.0,70064.0,421096.99999999994,433144.0,1120.0,94.9,60.0,5.1,13.8,33.3,1413.0,2675.0,790.0,29.5,120.0,4.5,25.0,0.9,3.2,2020.0,70.0,3.5,0.0,0.0,10.0,0.5,11.1,36.4,18.506,5.77569914,1.14344823,182.74150085,208.16531372,6.23,0.0,28.886,31.295,18 CREIGHTON AVENUE,849900,01-Aug-21,887500,4.0,3,,1500.0,15.0,Bungalow,Full,2021.0,,2020,4906.82,110.0,39.48,714932361,Grange Hill East,ResidentialProperty,43.5716952,-80.2274831
127,44848,2000006455,32 CREIGHTON AVENUE,5109.92578125,35230366.0,3631.0,3119.0,16.4,3210.4,1.1,1020.4,1015.0,2420.0,195.0,180.0,5.0,28.0,66.7,5.4,31.7,1145.0,685.0,59.8,3.2,710.0,62.0,70064.0,421096.99999999994,433144.0,1120.0,94.9,60.0,5.1,13.8,33.3,1413.0,2675.0,790.0,29.5,120.0,4.5,25.0,0.9,3.2,2020.0,70.0,3.5,0.0,0.0,10.0,0.5,11.1,36.4,20.47,6.65964651,0.9387697,179.72920227,207.79719543,6.23,0.0,35.914,29.914,32 CREIGHTON AVENUE,969000,01-Nov-21,1100000,4.0,3,,1500.0,15.0,2-Storey,Apartment,,,2021,4918.98,119.5,44.42,-,Grange Hill East,ResidentialProperty,43.5720528,-80.2266566
128,45773,2000005743,38 CREIGHTON AVENUE,5109.92578125,35230366.0,3631.0,3119.0,16.4,3210.4,1.1,1020.4,1015.0,2420.0,195.0,180.0,5.0,28.0,66.7,5.4,31.7,1145.0,685.0,59.8,3.2,710.0,62.0,70064.0,421096.99999999994,433144.0,1120.0,94.9,60.0,5.1,13.8,33.3,1413.0,2675.0,790.0,29.5,120.0,4.5,25.0,0.9,3.2,2020.0,70.0,3.5,0.0,0.0,10.0,0.5,11.1,36.4,20.055,6.89934969,0.78544974,182.11279297,209.85194397,6.23,0.0,40.518,28.679,38 CREIGHTON AVENUE,949999,17-May-21,995000,3.0,3,,,,2-Storey,Finished,2021.0,441000.0,2020,4951.73,114.0,43.9,-,Grange Hill East,ResidentialProperty,43.57220027,-80.22626117
129,29988,2000013696,45 HOLLAND CRESCENT,9440.0546875,35230387.0,1287.0,785.0,63.9,2605.8,0.5,1022.4,295.0,880.0,115.0,100.0,7.8,23.0,68.5,8.9,34.3,460.0,255.0,55.4,2.8,230.0,50.0,82433.0,592964.0,570274.0,375.0,79.8,90.0,19.1,9.3,61.1,1320.0,1010.0,450.0,44.6,105.0,10.4,25.0,2.5,1.9,715.0,60.0,8.4,10.0,1.4,20.0,2.8,14.9,44.7,15.9,2.04472613,1.04674625,128.307724,147.2986145,8.0,0.0,24.212,24.5,45 HOLLAND CRESCENT,1219000,06-Jul-21,1200000,13.0,4,,2000.0,15.0,2-Storey,Finished,2021.0,604000.0,2021,6901.35,106.0,45.0,711862152,Pine Ridge,ResidentialProperty,43.51608912,-80.18969554
130,19560,2000004105,107 TEAL DRIVE,3671.91015625,35230496.0,1058.0,980.0,8.0,288.7,3.7,93.4,215.0,730.0,115.0,80.0,7.5,20.3,68.9,10.8,37.4,335.0,255.0,76.1,3.2,200.0,59.7,89951.0,536546.0,533582.0,315.0,92.6,20.0,5.9,9.5,0.0,0.0,820.0,325.0,39.6,65.0,7.9,15.0,1.8,1.5,600.0,15.0,2.5,0.0,0.0,0.0,0.0,8.5,31.0,6.536,0.24974802,0.71356112,67.36073303,74.85958862,6.53,0.0,11.857,41.714,107 TEAL DRIVE,999999,18-Sep-21,1175000,3.0,3,1.0,2000.0,30.0,2-Storey,Apartment,,,2021,6238.0,131.0,40.0,-,Kortright Hills,ResidentialProperty,43.49780905,-80.2263334
131,13077,2000014422,249 FARLEY DRIVE,2469.2265624999995,35230390.0,570.0,562.0,1.4,3490.5,0.2,1112.5,125.0,400.0,45.0,45.0,7.9,21.9,70.2,7.9,35.7,170.0,155.0,91.2,3.3,115.0,67.7,80988.0,500508.0,623201.0,150.0,90.9,10.0,6.1,13.3,0.0,0.0,420.0,160.0,38.1,30.0,7.1,0.0,0.0,3.1,295.0,0.0,0.0,10.0,3.4,0.0,0.0,3.8,19.8,10.177,2.95866895,0.60196072,162.19590759,175.93101501,7.68,0.0,21.282,43.744,249 FARLEY DRIVE,989900,16-May-21,1105000,1.0,4,,2000.0,30.0,2-Storey,Finished,,,2021,6455.74,,54.0,-,Pine Ridge,ResidentialProperty,43.510783,-80.188319
132,47753,2000044053,106 DALLAN DRIVE,4961.4609375,35230394.0,1019.0,935.0,9.0,236.6,4.3,118.8,155.0,770.0,95.0,115.0,11.3,15.3,75.9,9.4,36.4,460.0,165.0,35.9,2.2,155.0,33.7,70518.0,399607.00000000006,550996.0,325.0,69.9,140.0,30.1,26.6,51.7,1255.0,840.0,345.0,41.1,65.0,7.7,20.0,2.4,3.3,545.0,45.0,8.300000000000002,20.0,3.7,0.0,0.0,26.8,54.1,34.042,5.39053059,3.98029661,136.53076172,179.94329834,,0.0,42.955,48.727,106 DALLAN DRIVE,1549000,11-Aug-21,1465000,30.0,4,,2000.0,5.0,2-Storey,Finished,,,2020,6490.02,88.42,39.37,-,Guelph South,ResidentialProperty,43.5040011,-80.1799479
133,29802,2000024001,174 DEERPATH DRIVE,21494.26171875,35230488.0,577.0,609.0,-5.3,696.5,0.8,216.9,110.0,405.0,60.0,45.0,7.8,19.0,69.8,10.3,37.4,175.0,150.0,85.7,3.3,95.0,54.3,61706.0,420011.00000000006,419940.0,170.0,89.5,20.0,10.5,11.4,0.0,0.0,475.0,95.0,20.0,15.0,3.2,0.0,0.0,3.2,290.0,10.0,3.4,0.0,0.0,0.0,0.0,5.1,21.4,7.658,1.37071657,0.67666608,258.78952026,268.49472046,7.13,0.0,16.455,44.841,174 DEERPATH DRIVE,899900,27-Jul-21,900000,21.0,5,,,30.0,Backsplit 3,Sep Entrance,,,2021,5796.0,147.16,39.4,-,West Willow Woods,ResidentialProperty,43.52395191,-80.2697068
134,47789,2000043984,169 DALLAN DRIVE,10854.52734375,35230394.0,1019.0,935.0,9.0,236.6,4.3,118.8,155.0,770.0,95.0,115.0,11.3,15.3,75.9,9.4,36.4,460.0,165.0,35.9,2.2,155.0,33.7,70518.0,399607.00000000006,550996.0,325.0,69.9,140.0,30.1,26.6,51.7,1255.0,840.0,345.0,41.1,65.0,7.7,20.0,2.4,3.3,545.0,45.0,8.300000000000002,20.0,3.7,0.0,0.0,26.8,54.1,28.364,3.75197077,3.32420349,222.65992737,258.10049438,,0.0,36.679,41.868,169 DALLAN DRIVE,1089000,22-May-21,1090000,25.0,4,2.0,2000.0,5.0,2-Storey,Finished,,,2021,5939.84,104.99,29.53,-,Guelph South,ResidentialProperty,43.5040011,-80.1799479
135,31859,2000028506,375 YORK ROAD,29551.48828125,35230165.0,463.0,413.0,12.1,2121.9,0.2,995.5,70.0,345.0,50.0,20.0,4.3,15.1,74.2,10.8,39.1,210.0,150.0,71.4,2.2,75.0,35.7,56049.0,304815.00000000006,395354.0,135.0,65.9,65.0,31.7,18.5,38.5,1277.0,410.0,120.0,29.3,45.0,11.0,0.0,0.0,4.5,290.0,25.0,8.6,25.0,8.6,10.0,3.4,7.1,38.8,14.046,2.37678862,2.80632019,264.93029785,284.15463257,5.1,12.3261724876,42.513,56.197,375 YORK ROAD,599000,22-Jul-21,585000,26.0,2,2.0,700.0,99.0,Bungalow,Finished,2021.0,,2020,2986.76,159.0,37.99,712370390,Two Rivers,ResidentialProperty,43.54863663,-80.22814607
136,1273,2000028447,127 KINGSMILL AVENUE,21340.687500000004,35230166.0,814.0,766.0,6.3,1387.4,0.6,669.5,130.0,600.0,90.0,70.0,8.6,16.0,73.6,11.0,37.5,370.0,255.0,68.9,2.2,120.0,32.4,51308.0,299476.99999999994,395986.0,225.0,61.6,140.0,38.4,22.2,39.3,1048.0,655.0,180.0,27.5,40.0,6.1,10.0,1.5,4.1,445.0,60.0,13.5,25.0,5.6,40.0,9.0,23.6,39.5,11.176,3.1243906,1.96060169,271.88137817,288.13812256,5.1,13.3544517681,38.617,68.511,127 KINGSMILL AVENUE,599900,02-Jul-21,645000,9.0,2,1.0,700.0,100.0,1 1/2 Storey,Full,2021.0,287000.0,2020,3279.29,78.33,30.0,712370492,Two Rivers,ResidentialProperty,43.54879657,-80.22468981
137,47715,2000044015,10 MCINTYRE COURT,19971.546875,35230394.0,1019.0,935.0,9.0,236.6,4.3,118.8,155.0,770.0,95.0,115.0,11.3,15.3,75.9,9.4,36.4,460.0,165.0,35.9,2.2,155.0,33.7,70518.0,399607.00000000006,550996.0,325.0,69.9,140.0,30.1,26.6,51.7,1255.0,840.0,345.0,41.1,65.0,7.7,20.0,2.4,3.3,545.0,45.0,8.300000000000002,20.0,3.7,0.0,0.0,26.8,54.1,19.65,3.67254043,2.39022946,268.96386719,294.67526245,,0.0,25.289,21.978,10 MCINTYRE COURT,1339950,16-Oct-21,1350000,8.0,4,1.0,,5.0,2-Storey,Apartment,,,2021,6238.65,104.11,32.9,-,Guelph South,ResidentialProperty,43.5052191,-80.1803894
138,18348,2000028291,47 MENZIE AVENUE,19448.7265625,35230166.0,814.0,766.0,6.3,1387.4,0.6,669.5,130.0,600.0,90.0,70.0,8.6,16.0,73.6,11.0,37.5,370.0,255.0,68.9,2.2,120.0,32.4,51308.0,299476.99999999994,395986.0,225.0,61.6,140.0,38.4,22.2,39.3,1048.0,655.0,180.0,27.5,40.0,6.1,10.0,1.5,4.1,445.0,60.0,13.5,25.0,5.6,40.0,9.0,23.6,39.5,10.98,3.25723696,2.0578928,289.46295166,305.75408936,5.1,16.7317935611,41.635,68.673,47 MENZIE AVENUE,499999,08-Jun-21,640500,6.0,3,,700.0,,1 1/2 Storey,Full,,,2021,3222.15,80.0,34.0,-,Two Rivers,ResidentialProperty,43.54924461,-80.22422433
139,32713,2000036195,5 SIMCOE STREET,7965.71875,35230164.0,422.0,433.0,-2.5,935.9,0.5,475.6,40.0,340.0,40.0,40.0,9.5,9.5,81.0,9.5,38.4,195.0,125.0,64.1,2.2,60.0,30.8,49318.0,250857.0,258367.0,130.0,66.7,70.0,35.9,15.4,50.0,1067.0,400.0,80.0,20.0,20.0,5.0,0.0,0.0,7.9,275.0,25.0,9.1,15.0,5.5,0.0,0.0,16.9,33.7,13.739,3.57212758,1.9587177,410.49554443,429.75973511,5.1,11.5040252349,51.548,76.355,5 SIMCOE STREET,615000,01-Sep-21,606000,54.0,3,1.0,1100.0,,1 1/2 Storey,Full,,,2020,2942.0,122.29,44.19,713430091,Two Rivers,ResidentialProperty,43.55288446,-80.22739892
140,3781,2000012848,19 PORTER DRIVE,14669.484375,35230392.0,842.0,861.0,-2.2,5168.8,0.2,1875.0,190.0,615.0,40.0,55.0,6.5,22.5,72.8,4.7,32.2,275.0,155.0,56.4,3.1,160.0,58.2,63862.0,424787.00000000006,432716.99999999994,240.0,81.4,55.0,18.6,16.3,33.3,1607.0,715.0,320.0,44.8,65.0,9.1,40.0,5.6,6.0,495.0,70.0,14.1,15.0,3.0,0.0,0.0,17.2,39.1,30.03,3.03421021,2.90962458,396.07037354,432.04019165,7.68,0.0,36.675,44.862,19 PORTER DRIVE,989900,01-Sep-21,982000,8.0,3,,1500.0,30.0,2-Storey,Finished,,,2021,5061.79,108.0,30.0,-,Pine Ridge,ResidentialProperty,43.50609528,-80.18878399
141,22305,2000013211,1 PORTER DRIVE,14669.484375,35230392.0,842.0,861.0,-2.2,5168.8,0.2,1875.0,190.0,615.0,40.0,55.0,6.5,22.5,72.8,4.7,32.2,275.0,155.0,56.4,3.1,160.0,58.2,63862.0,424787.00000000006,432716.99999999994,240.0,81.4,55.0,18.6,16.3,33.3,1607.0,715.0,320.0,44.8,65.0,9.1,40.0,5.6,6.0,495.0,70.0,14.1,15.0,3.0,0.0,0.0,17.2,39.1,32.286,2.96528387,3.08580041,448.13000488,486.46377563,7.68,0.0,37.464,44.87,1 PORTER DRIVE,989888,17-May-21,1065000,7.0,4,2.0,,,2-Storey,Finished,,,2021,6042.0,,48.75,-,Pine Ridge,ResidentialProperty,43.506626,-80.189371
142,1408,2000007605,357 STARWOOD DRIVE,6663.01171875,35230366.0,3631.0,3119.0,16.4,3210.4,1.1,1020.4,1015.0,2420.0,195.0,180.0,5.0,28.0,66.7,5.4,31.7,1145.0,685.0,59.8,3.2,710.0,62.0,70064.0,421096.99999999994,433144.0,1120.0,94.9,60.0,5.1,13.8,33.3,1413.0,2675.0,790.0,29.5,120.0,4.5,25.0,0.9,3.2,2020.0,70.0,3.5,0.0,0.0,10.0,0.5,11.1,36.4,23.379,9.99249744,1.58696008,274.11141968,309.06893921,5.78,0.0,27.268,28.25,357 STARWOOD DRIVE,949900,13-Oct-21,949900,7.0,3,,1500.0,30.0,2-Storey,Fin W/O,2020.0,453000.0,2021,5176.02,110.0,45.34,714930261,Grange Hill East,ResidentialProperty,43.56826617,-80.22910733
143,4339,2000015180,11 MILLER STREET,22473.7109375,35230393.0,4493.0,3214.0,39.8,3611.7,1.2,1299.2,1055.0,3105.0,335.0,340.0,7.6,23.5,69.2,7.5,33.7,1495.0,790.0,52.8,3.0,830.0,55.5,80801.0,501027.00000000006,526109.0,1235.0,82.9,255.0,17.1,19.8,37.3,1538.0,3450.0,1315.0,38.1,245.0,7.1,95.0,2.8,6.6,2195.0,75.0,3.4,20.0,0.9,10.0,0.5,13.6,46.1,12.558,1.24566603,1.06626606,120.04193878,134.91268921,8.0,0.0,24.468,21.758,11 MILLER STREET,1200000,16-Nov-21,1410000,5.0,4,1.0,2500.0,30.0,2-Storey,Finished,2021.0,595000.0,2021,6799.0,105.0,44.95,711861138,Pine Ridge,ResidentialProperty,43.516237,-80.18803943
144,34783,2000013099,59 PORTER DRIVE,5676.16015625,35230392.0,842.0,861.0,-2.2,5168.8,0.2,1875.0,190.0,615.0,40.0,55.0,6.5,22.5,72.8,4.7,32.2,275.0,155.0,56.4,3.1,160.0,58.2,63862.0,424787.00000000006,432716.99999999994,240.0,81.4,55.0,18.6,16.3,33.3,1607.0,715.0,320.0,44.8,65.0,9.1,40.0,5.6,6.0,495.0,70.0,14.1,15.0,3.0,0.0,0.0,17.2,39.1,22.024,3.18006182,2.11614871,245.20404053,272.521698,7.68,0.0,25.939,36.073,59 PORTER DRIVE,999900,08-Oct-21,990000,39.0,3,,,,2-Storey,Finished,,,2021,5919.0,103.47,30.38,-,Pine Ridge,ResidentialProperty,43.50493732,-80.19019567
145,23843,2000014955,21 GREY OAK DRIVE,22473.7109375,35230393.0,4493.0,3214.0,39.8,3611.7,1.2,1299.2,1055.0,3105.0,335.0,340.0,7.6,23.5,69.2,7.5,33.7,1495.0,790.0,52.8,3.0,830.0,55.5,80801.0,501027.00000000006,526109.0,1235.0,82.9,255.0,17.1,19.8,37.3,1538.0,3450.0,1315.0,38.1,245.0,7.1,95.0,2.8,6.6,2195.0,75.0,3.4,20.0,0.9,10.0,0.5,13.6,46.1,12.501,1.23764896,1.51378751,130.55937195,145.81231689,8.0,0.0,13.883,34.067,21 GREY OAK DRIVE,999900,21-Sep-21,1210000,7.0,3,,1500.0,30.0,2-Storey,Finished,2021.0,493000.0,2021,5633.06,104.99,45.77,711861128,Pine Ridge,ResidentialProperty,43.51642651,-80.18641549
146,725,2000015283,45 GREY OAK DRIVE,12442.0234375,35230393.0,4493.0,3214.0,39.8,3611.7,1.2,1299.2,1055.0,3105.0,335.0,340.0,7.6,23.5,69.2,7.5,33.7,1495.0,790.0,52.8,3.0,830.0,55.5,80801.0,501027.00000000006,526109.0,1235.0,82.9,255.0,17.1,19.8,37.3,1538.0,3450.0,1315.0,38.1,245.0,7.1,95.0,2.8,6.6,2195.0,75.0,3.4,20.0,0.9,10.0,0.5,13.6,46.1,13.406,1.65869451,1.47840595,152.97755432,169.52137756,8.0,0.0,25.308,33.962,45 GREY OAK DRIVE,1250000,06-May-21,1225000,14.0,4,1.0,,,2-Storey,Fin W/O,,,2021,6939.34,105.0,40.0,-,Pine Ridge,ResidentialProperty,43.5174389,-80.1849942
147,28466,2000033193,38 WAXWING CRESCENT,11443.71484375,35230203.0,990.0,1040.0,-4.8,1905.3,0.5,653.8,150.0,725.0,115.0,90.0,9.1,15.2,73.2,11.6,39.7,340.0,275.0,80.9,2.9,200.0,58.8,85074.0,473472.99999999994,477400.99999999994,330.0,94.3,15.0,4.3,9.1,0.0,0.0,900.0,265.0,29.4,55.0,6.1,15.0,1.7,2.3,595.0,35.0,5.9,0.0,0.0,0.0,0.0,2.5,24.8,8.898,3.66900468,1.07707512,115.86252594,129.50830078,6.53,0.0,12.346,45.205,38 WAXWING CRESCENT,699900,01-May-21,790500,4.0,3,,1100.0,30.0,2-Storey,Full,2021.0,372000.0,2021,4176.97,114.83,32.35,-,Kortright Hills,ResidentialProperty,43.49561242,-80.24311978
