,FID,GPID,address,shp__area,DA_ID,pop_2016,pop_2011,pop_chng_p,pop_dens,land_area,dwell_dens,0_14_yrs,15_64_yrs,65_plus_yr,20_24_yrs,20_24_pct,0_14_pct,15_64_pct,65_pls_pct,pop_age_av,dwellings,s_d_h,s_d_h_pct,hs_size_av,dwl_chld,dwl_chld_p,ave_inc,median_val,ave_val,owner,owner_pct,rentr,rentr_pct,own_30pls,rnt_30pls,rent_av,highr_ed,bach,bach_pct,mast,mast_pct,doct,doct_pct,unemployme,commute,transit,transit_p,walk,walk_pct,bicyc,bicyc_pct,mvrs_1yr_p,mvrs_3yr_p,noise_km,bark_km,bylaw_km,other_km,total_km,school_sco,trees_km,ws_ave,bs_ave,ADDRESS,LIST_PRICE,SOLD_ON,SELL_PRICE,DOM,BDRMS,BDRMS+,SIZE_SQFT,AGE,STYLE,BSMT,ASS_YR,ASS_AMT,TAX_YR,TAX_AMT,LOT_DPTH,LOT_FRNT,PARCEL_NO,COMMUNITY,TYPE,LAT,LON
0,13204,2000007491,76 CASSINO AVENUE,76833.640625,35230052.0,546.0,531.0,2.8,2798.6,0.2,1220.0,95.0,360.0,90.0,45.0,8.300000000000002,17.4,66.1,16.5,40.7,235.0,215.0,91.5,2.3,100.0,42.6,51689.0,300419.00000000006,302792.0,180.0,76.6,55.0,23.4,18.9,0.0,1068.0,475.0,60.0,12.6,10.0,2.1,0.0,0.0,7.7,295.0,15.0,5.1,25.0,8.5,0.0,0.0,12.5,33.0,19.331,5.76881886,2.19387293,449.78619385,477.07775879,4.2,80.6143823564,38.446,46.692,76 CASSINO AVENUE,725000,16-Jun-21,725000,1.0,2,1.0,700.0,50.0,Bungalow,Finished,2021.0,303000.0,2021,3402.21,135.0,50.0,230802001,Grange Hill East,ResidentialProperty,43.56036591,-80.23766167
1,1930,2000003516,41 PHILIP AVENUE,28654.203125,35230059.0,686.0,690.0,-0.6,3251.2,0.2,1352.4,90.0,390.0,205.0,25.0,3.6,13.0,56.5,29.7,49.1,280.0,190.0,67.9,2.2,85.0,30.4,51401.0,350056.0,366811.00000000006,180.0,65.5,90.0,32.7,13.9,16.7,589.0,480.0,45.0,9.4,10.0,2.1,10.0,2.1,5.3,265.0,10.0,3.8,20.0,7.5,0.0,0.0,6.9,37.1,11.624,4.21755028,1.82296443,590.77722168,608.43884277,6.05,45.6889933727,38.556,55.037,41 PHILIP AVENUE,775000,25-Aug-21,765000,12.0,3,,700.0,,Bungalow,Full,,,2021,3500.0,93.0,54.0,-,Waverley,ResidentialProperty,43.56220858,-80.26039957
2,15085,2000003552,100 EMMA STREET,81609.16796875,35230059.0,686.0,690.0,-0.6,3251.2,0.2,1352.4,90.0,390.0,205.0,25.0,3.6,13.0,56.5,29.7,49.1,280.0,190.0,67.9,2.2,85.0,30.4,51401.0,350056.0,366811.00000000006,180.0,65.5,90.0,32.7,13.9,16.7,589.0,480.0,45.0,9.4,10.0,2.1,10.0,2.1,5.3,265.0,10.0,3.8,20.0,7.5,0.0,0.0,6.9,37.1,18.123,5.64966345,2.29204106,523.90563965,549.9677124,6.05,49.6239159205,39.964,46.618,100 EMMA STREET,499900,07-Dec-21,576100,7.0,3,,,99.0,1 1/2 Storey,Part Fin,,,2021,3537.0,100.0,57.85,-,Central West,ResidentialProperty,43.56135071,-80.25788724
3,11163,2000003487,57 PAUL AVENUE,81609.16796875,35230059.0,686.0,690.0,-0.6,3251.2,0.2,1352.4,90.0,390.0,205.0,25.0,3.6,13.0,56.5,29.7,49.1,280.0,190.0,67.9,2.2,85.0,30.4,51401.0,350056.0,366811.00000000006,180.0,65.5,90.0,32.7,13.9,16.7,589.0,480.0,45.0,9.4,10.0,2.1,10.0,2.1,5.3,265.0,10.0,3.8,20.0,7.5,0.0,0.0,6.9,37.1,15.412,4.87927485,1.95977867,497.46600342,519.71508789,6.05,25.1282231788,40.904,51.442,57 PAUL AVENUE,780000,06-May-21,780000,9.0,5,,,50.0,Bungalow,Finished,2021.0,349000.0,2020,3918.72,97.4,60.01,713110097,Waverley,ResidentialProperty,43.5628498,-80.2581034
4,26572,2000003548,41 PAUL AVENUE,81609.16796875,35230059.0,686.0,690.0,-0.6,3251.2,0.2,1352.4,90.0,390.0,205.0,25.0,3.6,13.0,56.5,29.7,49.1,280.0,190.0,67.9,2.2,85.0,30.4,51401.0,350056.0,366811.00000000006,180.0,65.5,90.0,32.7,13.9,16.7,589.0,480.0,45.0,9.4,10.0,2.1,10.0,2.1,5.3,265.0,10.0,3.8,20.0,7.5,0.0,0.0,6.9,37.1,14.802,4.91877842,2.02665854,574.29626465,596.0413208,6.05,44.9225230048,42.146,46.625,41 PAUL AVENUE,775000,14-Jul-21,956500,6.0,3,1.0,1100.0,,Bungalow,Finished,,,2021,4200.0,153.0,62.0,-,Central East,ResidentialProperty,43.5619958,-80.25925762
5,13366,2000029405,15 LAVERNE AVENUE,13687.078125,35230161.0,491.0,497.0,-1.2,1754.8,0.3,875.0,50.0,320.0,120.0,35.0,7.1,10.2,65.3,24.5,47.5,235.0,145.0,61.7,2.1,70.0,29.8,54181.0,348574.0,349923.00000000006,150.0,61.2,95.0,38.8,10.3,63.2,925.0,450.0,90.0,20.0,25.0,5.6,0.0,0.0,9.3,240.0,10.0,4.2,10.0,4.2,0.0,0.0,5.0,26.0,7.489,1.42529225,2.25660443,458.2215271,469.39138794,4.2,73.7594142627,44.725,46.275,15 LAVERNE AVENUE,799900,16-Jul-21,753598,22.0,3,1.0,,,Bungalow,Sep Entrance,,,2020,3682.93,117.0,55.0,-,Brant,ResidentialProperty,43.56330828,-80.24601541
6,28009,2000036266,364 YORK ROAD,3641.578125,35230164.0,422.0,433.0,-2.5,935.9,0.5,475.6,40.0,340.0,40.0,40.0,9.5,9.5,81.0,9.5,38.4,195.0,125.0,64.1,2.2,60.0,30.8,49318.0,250857.0,258367.0,130.0,66.7,70.0,35.9,15.4,50.0,1067.0,400.0,80.0,20.0,20.0,5.0,0.0,0.0,7.9,275.0,25.0,9.1,15.0,5.5,0.0,0.0,16.9,33.7,14.689,2.39309835,3.00231743,269.81289673,289.89303589,5.1,38.2695746432,50.284,48.827,364 YORK ROAD,679900,30-May-21,700000,10.0,3,,1100.0,,2-Storey,Half,,,2021,4706.0,100.0,39.0,-,Village,ResidentialProperty,43.5487764,-80.2284644
7,10078,2000005167,70 YORK ROAD,887.7734375,35230149.0,768.0,693.0,10.8,7224.8,0.1,4081.8,125.0,435.0,210.0,50.0,6.5,16.3,56.9,27.5,44.9,430.0,45.0,10.5,1.8,100.0,23.3,64917.0,320080.0,340955.00000000006,165.0,40.2,245.0,59.8,24.2,42.9,670.0,595.0,180.0,30.3,35.0,5.9,20.0,3.4,11.1,220.0,20.0,9.1,35.0,15.9,0.0,0.0,19.8,48.9,48.977,8.0527029,8.21341038,6632.87353516,6698.11523438,5.1,32.5869249097,30.659,24.773,70 YORK ROAD,699900,23-Apr-21,685000,30.0,3,1.0,1500.0,99.0,1 1/2 Storey,Part Bsmt,,,2020,4370.0,110.0,49.0,-,Two Rivers,ResidentialProperty,43.54151426,-80.24022592
8,21038,2000003502,40 PHILIP AVENUE,72751.23828125,35230059.0,686.0,690.0,-0.6,3251.2,0.2,1352.4,90.0,390.0,205.0,25.0,3.6,13.0,56.5,29.7,49.1,280.0,190.0,67.9,2.2,85.0,30.4,51401.0,350056.0,366811.00000000006,180.0,65.5,90.0,32.7,13.9,16.7,589.0,480.0,45.0,9.4,10.0,2.1,10.0,2.1,5.3,265.0,10.0,3.8,20.0,7.5,0.0,0.0,6.9,37.1,10.457,3.90031981,1.75032544,593.26013184,609.36480713,6.05,45.6889933727,42.184,58.224,40 PHILIP AVENUE,699900,28-Sep-21,790000,4.0,3,,1100.0,99.0,Bungalow,Finished,2021.0,324000.0,2021,3702.05,103.89,52.99,713110041,Waverley,ResidentialProperty,43.56232345,-80.26057847
9,4938,2000029402,3 LINCOLN CRESCENT,51386.11328125,35230055.0,511.0,512.0,-0.2,2580.8,0.2,1015.0,80.0,345.0,85.0,45.0,8.800000000000002,15.7,67.6,16.7,41.1,195.0,165.0,84.6,2.6,90.0,46.2,67323.0,370624.0,391584.0,170.0,89.5,25.0,13.2,11.8,0.0,0.0,465.0,115.0,24.7,20.0,4.3,0.0,0.0,10.9,255.0,15.0,5.9,25.0,9.8,0.0,0.0,10.5,28.6,6.833,1.13077569,2.23607874,441.1217041,451.32131958,4.2,89.4051273874,40.549,46.098,3 LINCOLN CRESCENT,699000,02-Jun-21,770000,6.0,3,,1100.0,99.0,1 1/2 Storey,Full,2021.0,366000.0,2021,4181.95,,84.0,713270036,Central East,ResidentialProperty,43.56308557,-80.24683393
10,4784,2000034645,55 VANCOUVER DRIVE,65497.8671875,35230052.0,546.0,531.0,2.8,2798.6,0.2,1220.0,95.0,360.0,90.0,45.0,8.300000000000002,17.4,66.1,16.5,40.7,235.0,215.0,91.5,2.3,100.0,42.6,51689.0,300419.00000000006,302792.0,180.0,76.6,55.0,23.4,18.9,0.0,1068.0,475.0,60.0,12.6,10.0,2.1,0.0,0.0,7.7,295.0,15.0,5.1,25.0,8.5,0.0,0.0,12.5,33.0,17.8,6.6769309,2.59423637,463.99209595,491.06088257,4.2,39.0545225871,38.596,44.532,55 VANCOUVER DRIVE,749000,12-May-21,722000,14.0,2,2.0,,,Bungalow,Finished,2021.0,325000.0,2021,3478.0,117.0,60.0,713290104,Central East,ResidentialProperty,43.5621988,-80.2397615
11,30149,2000026495,386 STEVENSON STREET NORTH,23645.1171875,35230058.0,468.0,496.0,-5.6,2307.7,0.2,1095.0,70.0,300.0,95.0,30.0,6.4,14.9,63.8,20.2,44.7,215.0,140.0,65.1,2.2,70.0,32.6,64689.0,399900.0,414323.00000000006,125.0,62.5,75.0,37.5,0.0,40.0,1058.0,345.0,100.0,29.0,30.0,8.7,0.0,0.0,0.0,225.0,0.0,0.0,20.0,8.9,0.0,0.0,15.5,35.7,13.11,3.93007565,1.59982991,436.16970825,454.80941772,6.05,4.29051787779,52.886,40.023,386 STEVENSON STREET NORTH,699900,03-Sep-21,810000,3.0,3,1.0,,,Bungalow,Finished,,,2021,3747.04,109.0,56.0,713120069,Waverley,ResidentialProperty,43.56459148,-80.25593453
12,42017,2000043364,187 GOODWIN DRIVE,4886.1171875,35230393.0,4493.0,3214.0,39.8,3611.7,1.2,1299.2,1055.0,3105.0,335.0,340.0,7.6,23.5,69.2,7.5,33.7,1495.0,790.0,52.8,3.0,830.0,55.5,80801.0,501027.00000000006,526109.0,1235.0,82.9,255.0,17.1,19.8,37.3,1538.0,3450.0,1315.0,38.1,245.0,7.1,95.0,2.8,6.6,2195.0,75.0,3.4,20.0,0.9,10.0,0.5,13.6,46.1,17.365,3.63452983,2.83482194,250.51922607,274.35214233,7.68,0.0,8.269,43.09,187 GOODWIN DRIVE,950000,29-Nov-21,1110250,5.0,3,,2000.0,15.0,Backsplit 5,Full,2021.0,447000.0,2021,5107.46,105.0,30.0,711863480,Pine Ridge,ResidentialProperty,43.512116,-80.1764871
13,42018,2000043365,189 GOODWIN DRIVE,4886.1171875,35230393.0,4493.0,3214.0,39.8,3611.7,1.2,1299.2,1055.0,3105.0,335.0,340.0,7.6,23.5,69.2,7.5,33.7,1495.0,790.0,52.8,3.0,830.0,55.5,80801.0,501027.00000000006,526109.0,1235.0,82.9,255.0,17.1,19.8,37.3,1538.0,3450.0,1315.0,38.1,245.0,7.1,95.0,2.8,6.6,2195.0,75.0,3.4,20.0,0.9,10.0,0.5,13.6,46.1,17.365,3.63452983,2.83482194,250.51922607,274.35214233,7.68,0.0,8.269,43.09,189 GOODWIN DRIVE,949000,07-Oct-21,1050000,6.0,3,,1500.0,5.0,2-Storey,Full,2021.0,448000.0,2021,5118.89,104.99,30.18,711863481,Pine Ridge,ResidentialProperty,43.512139,-80.1764512
14,27210,2000034661,90 VANCOUVER DRIVE,58005.95703125,35230055.0,511.0,512.0,-0.2,2580.8,0.2,1015.0,80.0,345.0,85.0,45.0,8.800000000000002,15.7,67.6,16.7,41.1,195.0,165.0,84.6,2.6,90.0,46.2,67323.0,370624.0,391584.0,170.0,89.5,25.0,13.2,11.8,0.0,0.0,465.0,115.0,24.7,20.0,4.3,0.0,0.0,10.9,255.0,15.0,5.9,25.0,9.8,0.0,0.0,10.5,28.6,9.382,3.84097934,1.76612508,358.3447876,373.33105469,4.2,58.0593872766,40.768,53.714,90 VANCOUVER DRIVE,695000,23-Aug-21,777778,5.0,4,,1100.0,99.0,Bungalow,Finished,2021.0,330000.0,2021,3770.61,60.0,119.0,713290031,Two Rivers,ResidentialProperty,43.563709,-80.242377
15,15203,2000033698,54 CLIVE AVENUE,12173.05859375,35230061.0,600.0,618.0,-2.9,957.1,0.6,444.4,65.0,340.0,195.0,30.0,5.0,10.8,56.7,32.5,50.9,270.0,185.0,68.5,2.2,70.0,25.9,97554.0,538001.0,543731.0,245.0,89.1,35.0,12.7,8.300000000000002,50.0,968.0,555.0,150.0,27.0,30.0,5.4,10.0,1.8,3.6,255.0,15.0,5.9,0.0,0.0,10.0,3.9,8.9,30.1,5.883,1.5641917,1.48478723,349.01132202,357.94000244,6.05,79.2978479444,51.043,38.478,54 CLIVE AVENUE,1050000,09-Nov-21,1502000,6.0,3,,,,Bungalow,Finished,,,2021,5073.18,155.0,73.0,-,Waverley,ResidentialProperty,43.56542707,-80.2658397
16,9062,2000032212,16 SLOAN AVENUE,9894.78515625,35230377.0,1786.0,1350.0,32.3,3079.3,0.6,1158.6,445.0,1190.0,150.0,85.0,4.8,24.9,66.7,8.4,33.0,610.0,365.0,59.8,2.9,325.0,53.3,59212.0,380860.99999999994,387252.99999999994,550.0,88.7,70.0,11.3,18.2,42.9,1419.0,1395.0,335.0,24.0,50.0,3.6,10.0,0.7,5.5,990.0,70.0,7.1,30.0,3.0,0.0,0.0,11.2,43.6,12.82,2.68302608,1.60276031,341.40258789,358.50531006,5.78,0.0,30.963,32.556,16 SLOAN AVENUE,599000,06-Sep-21,715000,4.0,3,2.0,1100.0,,Bungalow-Raised,Fin W/O,,,2021,3713.48,91.25,42.19,713440107,Grange Hill East,ResidentialProperty,43.55801112,-80.21780114
17,16101,2000003238,20 GLADSTONE AVENUE,63478.3125,35230060.0,496.0,499.0,-0.6,2541.0,0.2,1040.0,60.0,320.0,115.0,30.0,6.1,12.1,64.6,23.2,46.0,205.0,195.0,95.1,2.4,85.0,41.5,63119.0,380195.00000000006,405768.99999999994,185.0,92.5,15.0,7.5,0.0,0.0,0.0,440.0,145.0,33.0,25.0,5.7,10.0,2.3,3.6,240.0,10.0,4.2,15.0,6.3,15.0,6.3,8.2,12.2,6.04,2.2452836,1.15994966,450.38952637,459.83462524,6.05,68.5222906935,72.061,28.327,20 GLADSTONE AVENUE,939999,09-Jul-21,940000,7.0,4,,1500.0,99.0,Sidesplit 3,Full,,,2021,5393.0,,56.0,-,Waverley,ResidentialProperty,43.56487926,-80.26129678
18,1973,2000022362,22 ATTO DRIVE,33569.05078125,35230071.0,2141.0,1392.0,53.8,1421.6,1.5,521.9,505.0,1440.0,195.0,130.0,6.1,23.6,67.3,9.1,34.5,775.0,325.0,41.9,2.7,365.0,47.1,58706.0,374132.99999999994,394683.00000000006,535.0,68.6,245.0,31.4,21.5,36.7,1069.0,1575.0,365.0,23.2,55.0,3.5,15.0,1.0,4.3,1050.0,75.0,7.1,20.0,1.9,10.0,1.0,10.8,51.4,10.529,4.91493273,3.04780626,376.06521606,394.55429077,4.3,0.0,32.24,43.587,22 ATTO DRIVE,874900,31-Jul-21,950000,2.0,3,1.0,2000.0,15.0,2-Storey,Finished,2021.0,517000.0,2020,5846.28,114.86,39.37,713570369,Brant,ResidentialProperty,43.581119,-80.2566487
19,23718,2000003059,14 COLLINGWOOD STREET,30777.33984375,35230060.0,496.0,499.0,-0.6,2541.0,0.2,1040.0,60.0,320.0,115.0,30.0,6.1,12.1,64.6,23.2,46.0,205.0,195.0,95.1,2.4,85.0,41.5,63119.0,380195.00000000006,405768.99999999994,185.0,92.5,15.0,7.5,0.0,0.0,0.0,440.0,145.0,33.0,25.0,5.7,10.0,2.3,3.6,240.0,10.0,4.2,15.0,6.3,15.0,6.3,8.2,12.2,6.598,2.38240767,1.2676003,372.27462769,382.52059937,6.05,71.5020484601,74.262,25.215,14 COLLINGWOOD STREET,699900,09-Oct-21,735000,2.0,3,,,,1 1/2 Storey,Finished,2021.0,329000.0,2021,3759.18,110.0,52.0,713080137,Waverley,ResidentialProperty,43.56638655,-80.26383832
20,16132,2000012135,3 HANEY DRIVE,2096.4140625,35230393.0,4493.0,3214.0,39.8,3611.7,1.2,1299.2,1055.0,3105.0,335.0,340.0,7.6,23.5,69.2,7.5,33.7,1495.0,790.0,52.8,3.0,830.0,55.5,80801.0,501027.00000000006,526109.0,1235.0,82.9,255.0,17.1,19.8,37.3,1538.0,3450.0,1315.0,38.1,245.0,7.1,95.0,2.8,6.6,2195.0,75.0,3.4,20.0,0.9,10.0,0.5,13.6,46.1,10.49,3.22252727,0.60821396,177.97128296,192.29063416,7.68,0.0,21.371,45.774,3 HANEY DRIVE,949999,31-Jul-21,961000,3.0,2,2.0,1100.0,30.0,Bungalow,Finished,,,2021,5598.78,104.99,49.87,-,Pine Ridge,ResidentialProperty,43.50980929,-80.18672472
21,568,2000019306,73 SOUTHCREEK TRAIL,30878.33984375,35230498.0,430.0,453.0,-5.1,1074.7,0.4,555.0,65.0,335.0,25.0,75.0,17.4,15.1,77.9,5.8,34.1,160.0,105.0,65.6,2.7,70.0,43.8,56804.0,349646.0,371428.0,125.0,73.5,45.0,26.5,16.0,62.5,1883.0,365.0,130.0,35.6,30.0,8.2,20.0,5.5,3.2,280.0,15.0,5.4,10.0,3.6,0.0,0.0,21.6,39.8,85.278,4.14587641,5.09195852,423.92977905,518.44793701,7.65,0.0,2.25,7.224,73 SOUTHCREEK TRAIL,879900,09-Sep-21,845000,64.0,1,2.0,,,Bungalow,Fin W/O,,,2020,4322.58,144.36,32.81,714900768,Kortright Hills,ResidentialProperty,43.50985033,-80.21624487
22,7669,2000026683,11 WESTMINSTER AVENUE,10698.00390625,35230055.0,511.0,512.0,-0.2,2580.8,0.2,1015.0,80.0,345.0,85.0,45.0,8.800000000000002,15.7,67.6,16.7,41.1,195.0,165.0,84.6,2.6,90.0,46.2,67323.0,370624.0,391584.0,170.0,89.5,25.0,13.2,11.8,0.0,0.0,465.0,115.0,24.7,20.0,4.3,0.0,0.0,10.9,255.0,15.0,5.9,25.0,9.8,0.0,0.0,10.5,28.6,7.972,1.41759956,1.6488595,387.85549927,398.89187622,4.2,83.1035750017,61.744,59.308,11 WESTMINSTER AVENUE,849900,31-Aug-21,864900,6.0,4,,1500.0,99.0,Sidesplit 4,Part Fin,,,2021,4443.3,100.0,61.55,-,Central East,ResidentialProperty,43.56578126,-80.24531484
23,2016,2000003248,31 WAVERLEY DRIVE,75138.765625,35230060.0,496.0,499.0,-0.6,2541.0,0.2,1040.0,60.0,320.0,115.0,30.0,6.1,12.1,64.6,23.2,46.0,205.0,195.0,95.1,2.4,85.0,41.5,63119.0,380195.00000000006,405768.99999999994,185.0,92.5,15.0,7.5,0.0,0.0,0.0,440.0,145.0,33.0,25.0,5.7,10.0,2.3,3.6,240.0,10.0,4.2,15.0,6.3,15.0,6.3,8.2,12.2,6.665,1.84364533,1.43622136,277.57489014,287.51821899,6.05,48.1393902513,65.5,25.521,31 WAVERLEY DRIVE,1124000,26-Oct-21,1200000,5.0,3,1.0,,,Bungalow,Finished,,,2021,6272.92,110.0,75.0,713080108,Waverley,ResidentialProperty,43.56792648,-80.26541656
24,31486,2000019609,11 MCCURDY ROAD,28316.55078125,35230277.0,406.0,451.0,-10.0,2902.1,0.1,1478.6,65.0,325.0,20.0,70.0,17.1,15.9,79.3,4.9,33.9,150.0,105.0,70.0,2.6,70.0,46.7,63038.0,399700.99999999994,390118.0,100.0,66.7,50.0,33.3,26.3,54.5,1598.0,360.0,110.0,30.6,15.0,4.2,25.0,6.9,4.8,275.0,35.0,12.7,0.0,0.0,0.0,0.0,34.5,51.7,75.975,3.34546304,5.10805511,406.43566895,490.86401367,7.65,0.0,15.106,42.4,11 MCCURDY ROAD,824900,25-Oct-21,905000,5.0,3,,1500.0,15.0,2-Storey,Finished,,,2021,4479.03,131.0,31.0,-,Kortright Hills,ResidentialProperty,43.5124985,-80.211692
25,6232,2000018291,373 SPEEDVALE AVENUE EAST,23914.937500000004,35230058.0,468.0,496.0,-5.6,2307.7,0.2,1095.0,70.0,300.0,95.0,30.0,6.4,14.9,63.8,20.2,44.7,215.0,140.0,65.1,2.2,70.0,32.6,64689.0,399900.0,414323.00000000006,125.0,62.5,75.0,37.5,0.0,40.0,1058.0,345.0,100.0,29.0,30.0,8.7,0.0,0.0,0.0,225.0,0.0,0.0,20.0,8.9,0.0,0.0,15.5,35.7,8.559,1.4149189,1.13193047,350.50549316,361.61407471,6.05,0.0,47.318,48.409,373 SPEEDVALE AVENUE EAST,869900,08-Dec-21,975000,6.0,3,2.0,,,Bungalow,Finished,,,2021,3952.4,120.0,52.0,-,Two Rivers,ResidentialProperty,43.5685239,-80.2540522
26,5537,2000002089,158 YORK ROAD,25828.125,35230150.0,590.0,606.0,-2.6,4627.5,0.1,2738.5,65.0,480.0,45.0,70.0,11.9,11.0,81.4,7.6,37.7,305.0,120.0,39.3,2.0,65.0,21.3,61989.0,299456.0,311243.00000000006,155.0,50.0,155.0,50.0,35.5,50.0,951.0,510.0,205.0,40.2,50.0,9.8,0.0,0.0,4.8,370.0,40.0,10.8,40.0,10.8,30.0,8.1,23.2,45.5,35.57,6.5499897,3.89308381,629.04034424,675.0526123,5.1,0.0,43.062,35.531,158 YORK ROAD,499900,12-Oct-21,581000,8.0,2,,700.0,100.0,Bungalow,Part Bsmt,2021.0,197000.0,2021,2200.0,58.0,38.0,713400080,Two Rivers,ResidentialProperty,43.5438873,-80.2350662
27,7573,2000026715,42 WESTMINSTER AVENUE,57944.25390625,35230055.0,511.0,512.0,-0.2,2580.8,0.2,1015.0,80.0,345.0,85.0,45.0,8.800000000000002,15.7,67.6,16.7,41.1,195.0,165.0,84.6,2.6,90.0,46.2,67323.0,370624.0,391584.0,170.0,89.5,25.0,13.2,11.8,0.0,0.0,465.0,115.0,24.7,20.0,4.3,0.0,0.0,10.9,255.0,15.0,5.9,25.0,9.8,0.0,0.0,10.5,28.6,7.539,1.38385451,1.83042097,429.6338501,440.38717651,4.2,55.499380107,69.706,60.853,42 WESTMINSTER AVENUE,779000,13-Jun-21,850000,6.0,3,,1500.0,,2-Storey,Full,,,2020,4401.9,130.0,54.99,713280040,Central East,ResidentialProperty,43.5674363,-80.24725034
28,14455,2000038800,114 WILLIAM STREET,14396.12890625,35230161.0,491.0,497.0,-1.2,1754.8,0.3,875.0,50.0,320.0,120.0,35.0,7.1,10.2,65.3,24.5,47.5,235.0,145.0,61.7,2.1,70.0,29.8,54181.0,348574.0,349923.00000000006,150.0,61.2,95.0,38.8,10.3,63.2,925.0,450.0,90.0,20.0,25.0,5.6,0.0,0.0,9.3,240.0,10.0,4.2,10.0,4.2,0.0,0.0,5.0,26.0,11.159,4.08640385,1.08574581,285.13067627,301.45858765,4.2,22.5728977317,55.0,46.135,114 WILLIAM STREET,799900,02-Jun-21,800000,8.0,2,1.0,1100.0,99.0,Bungalow,Finished,,,2020,3795.21,101.37,56.64,-,Central East,ResidentialProperty,43.56059782,-80.24265774
29,26860,2000021480,28 EASTVIEW ROAD,59049.50390625,35230227.0,2324.0,1150.0,102.1,1102.3,2.1,392.4,555.0,1565.0,200.0,120.0,5.2,23.9,67.3,8.6,32.8,815.0,450.0,55.2,2.9,430.0,52.8,60634.0,401256.0,443923.00000000006,710.0,89.3,85.0,10.7,21.1,27.8,1358.0,1690.0,475.0,28.1,60.0,3.6,15.0,0.9,4.1,1205.0,45.0,3.7,10.0,0.8,0.0,0.0,26.9,59.1,17.52,4.05536985,2.18755126,353.6444397,377.4055481,4.2,66.677587007,33.018,34.175,28 EASTVIEW ROAD,699900,23-Sep-21,833000,6.0,3,1.0,1500.0,99.0,2-Storey,Finished,,,2021,4547.58,108.0,51.86,71348016,Grange Hill East,ResidentialProperty,43.566462,-80.24015353
30,13572,2000025864,63 LYON AVENUE,70144.88671875,35230220.0,559.0,555.0,0.7,1644.6,0.3,626.5,110.0,365.0,85.0,25.0,4.5,19.6,65.2,15.2,40.1,210.0,190.0,90.5,2.6,105.0,50.0,73622.0,449500.99999999994,498168.0,165.0,86.8,30.0,15.8,0.0,0.0,1287.0,425.0,190.0,44.7,60.0,14.1,15.0,3.5,3.3,265.0,20.0,7.5,30.0,11.3,15.0,5.7,13.6,24.3,8.607,2.13448071,1.7676003,216.5793457,229.08729553,6.48,23.1603646918,47.383,59.894,63 LYON AVENUE,849900,26-Oct-21,928500,5.0,3,,1500.0,99.0,2 1/2 Storey,Full,2021.0,457000.0,2021,5222.0,114.0,50.0,712980165,Exhibition Park,ResidentialProperty,43.548453,-80.264205
31,5438,2000007463,29 MCTAGUE STREET,38000.51953125,35230085.0,659.0,546.0,20.7,2923.7,0.2,1382.6,90.0,500.0,70.0,50.0,7.6,13.6,75.8,10.6,39.3,305.0,110.0,36.1,2.1,95.0,31.2,72666.0,448548.0,471792.0,195.0,66.1,95.0,32.2,15.4,55.0,1091.0,550.0,295.0,53.6,75.0,13.6,50.0,9.1,5.3,375.0,10.0,2.7,65.0,17.3,0.0,0.0,21.1,49.6,20.914,4.94350672,3.62263155,545.58056641,575.06085205,6.48,49.1237823569,61.333,62.36,29 MCTAGUE STREET,1419000,28-Jun-21,1370000,26.0,3,,,,Bungalow,Full,2021.0,591000.0,2020,6044.26,124.0,59.0,712990111,Exhibition Park,ResidentialProperty,43.5502304,-80.25859095
32,27750,2000008710,17 MCTAGUE STREET,38000.51953125,35230085.0,659.0,546.0,20.7,2923.7,0.2,1382.6,90.0,500.0,70.0,50.0,7.6,13.6,75.8,10.6,39.3,305.0,110.0,36.1,2.1,95.0,31.2,72666.0,448548.0,471792.0,195.0,66.1,95.0,32.2,15.4,55.0,1091.0,550.0,295.0,53.6,75.0,13.6,50.0,9.1,5.3,375.0,10.0,2.7,65.0,17.3,0.0,0.0,21.1,49.6,20.914,4.94350672,3.62263155,545.58056641,575.06085205,6.48,49.1237823569,57.896,57.468,17 MCTAGUE STREET,995000,01-Nov-21,1380000,5.0,4,1.0,2000.0,99.0,2 1/2 Storey,Finished,2021.0,564000.0,2021,6443.0,124.0,55.45,712990108,Exhibition Park,ResidentialProperty,43.55048813,-80.25824112
33,26505,2000005102,41 REGENT STREET,34910.4453125,35230154.0,475.0,447.0,6.3,2358.5,0.2,1065.0,75.0,310.0,90.0,20.0,4.2,15.8,65.3,18.9,43.1,205.0,115.0,56.1,2.3,65.0,31.7,99030.0,550815.0,701521.9999999999,150.0,69.8,70.0,32.6,0.0,50.0,1132.0,420.0,195.0,46.4,50.0,11.9,25.0,6.0,4.8,260.0,25.0,9.6,35.0,13.5,10.0,3.8,16.8,39.3,23.056,1.67091167,14.48982143,958.77233887,997.98846436,5.1,12.7226403382,63.83,37.511,41 REGENT STREET,799900,21-May-21,837500,3.0,2,1.0,2000.0,99.0,Bungalow-Raised,Finished,,,2020,4570.0,82.5,72.0,713370030,Two Rivers,ResidentialProperty,43.54933168,-80.24362269
