,FID,GPID,address,shp__area,DA_ID,pop_2016,pop_2011,pop_chng_p,pop_dens,land_area,dwell_dens,0_14_yrs,15_64_yrs,65_plus_yr,20_24_yrs,20_24_pct,0_14_pct,15_64_pct,65_pls_pct,pop_age_av,dwellings,s_d_h,s_d_h_pct,hs_size_av,dwl_chld,dwl_chld_p,ave_inc,median_val,ave_val,owner,owner_pct,rentr,rentr_pct,own_30pls,rnt_30pls,rent_av,highr_ed,bach,bach_pct,mast,mast_pct,doct,doct_pct,unemployme,commute,transit,transit_p,walk,walk_pct,bicyc,bicyc_pct,mvrs_1yr_p,mvrs_3yr_p,noise_km,bark_km,bylaw_km,other_km,total_km,school_sco,trees_km,ws_ave,bs_ave,n_hood,ADDRESS,LIST_PRICE,SOLD_ON,SELL_PRICE,DOM,BDRMS,SIZE_SQFT,AGE,STYLE,ASS_YR,ASS_AMT,TAX_YR,TAX_AMT,LOT_DPTH,LOT_FRNT,LAT,LON
6932,33078,2000014342,7 ZECCA DRIVE,6016.5859375,35230396.0,2430.0,1983.0,22.5,5185.7,0.5,1719.1,645.0,1595.0,195.0,155.0,6.4,26.5,65.6,8.0,33.6,785.0,455.0,58.0,3.1,450.0,57.3,72894.0,449767.00000000006,493438.0,685.0,86.7,110.0,13.9,17.6,59.1,1483.0,1775.0,685.0,38.6,160.0,9.0,40.0,2.3,4.6,1140.0,55.0,4.8,30.0,2.6,10.0,0.9,12.6,38.0,27.788,3.06863666,3.19012547,266.09542847,300.14389038,8.0,0.0,4.73,39.742,Pineridge & Westminster,7 ZECCA DRIVE,1125000.0,"August 19, 2021",1210000.0,8.0,4.0,2000.0,,Storey,2021.0,523000.0,2021.0,6166.0,101.0,40.0,43.5191009,-80.18941797
6966,21050,2000014344,20 ZECCA DRIVE,12473.531249999998,35230396.0,2430.0,1983.0,22.5,5185.7,0.5,1719.1,645.0,1595.0,195.0,155.0,6.4,26.5,65.6,8.0,33.6,785.0,455.0,58.0,3.1,450.0,57.3,72894.0,449767.00000000006,493438.0,685.0,86.7,110.0,13.9,17.6,59.1,1483.0,1775.0,685.0,38.6,160.0,9.0,40.0,2.3,4.6,1140.0,55.0,4.8,30.0,2.6,10.0,0.9,12.6,38.0,24.353,2.72435427,3.07441545,245.07040405,275.22433472,8.0,0.0,5.068,45.784,Pineridge & Westminster,20 ZECCA DRIVE,849900.0,"July 05, 2021",865000.0,12.0,3.0,1500.0,30.0,Storey,,,2021.0,4673.27,109.91,39.37,43.51933493,-80.18941091
7031,19448,2000014219,240 SUMMERFIELD DRIVE,8732.35546875,35230396.0,2430.0,1983.0,22.5,5185.7,0.5,1719.1,645.0,1595.0,195.0,155.0,6.4,26.5,65.6,8.0,33.6,785.0,455.0,58.0,3.1,450.0,57.3,72894.0,449767.00000000006,493438.0,685.0,86.7,110.0,13.9,17.6,59.1,1483.0,1775.0,685.0,38.6,160.0,9.0,40.0,2.3,4.6,1140.0,55.0,4.8,30.0,2.6,10.0,0.9,12.6,38.0,24.933,2.20105767,2.10226393,221.2305603,250.46601868,8.0,0.0,22.081,35.035,Pineridge & Westminster,240 SUMMERFIELD DRIVE,1200000.0,"September 01, 2021",1175000.0,33.0,4.0,2000.0,30.0,Storey,2021.0,514000.0,2021.0,5873.01,105.0,46.0,43.5156042,-80.1859542
7040,3960,2000015370,218 SUMMERFIELD DRIVE,8732.35546875,35230396.0,2430.0,1983.0,22.5,5185.7,0.5,1719.1,645.0,1595.0,195.0,155.0,6.4,26.5,65.6,8.0,33.6,785.0,455.0,58.0,3.1,450.0,57.3,72894.0,449767.00000000006,493438.0,685.0,86.7,110.0,13.9,17.6,59.1,1483.0,1775.0,685.0,38.6,160.0,9.0,40.0,2.3,4.6,1140.0,55.0,4.8,30.0,2.6,10.0,0.9,12.6,38.0,20.409,2.04375076,1.73933113,196.48521423,220.67753601,8.0,0.0,22.143,41.357,Pineridge & Westminster,218 SUMMERFIELD DRIVE,999900.0,"June 08, 2021",1245000.0,7.0,3.0,2000.0,15.0,Storey,,,2020.0,7392.0,104.32,41.01,43.5186554,-80.1819115
7041,5813,2000014486,236 SUMMERFIELD DRIVE,8732.35546875,35230396.0,2430.0,1983.0,22.5,5185.7,0.5,1719.1,645.0,1595.0,195.0,155.0,6.4,26.5,65.6,8.0,33.6,785.0,455.0,58.0,3.1,450.0,57.3,72894.0,449767.00000000006,493438.0,685.0,86.7,110.0,13.9,17.6,59.1,1483.0,1775.0,685.0,38.6,160.0,9.0,40.0,2.3,4.6,1140.0,55.0,4.8,30.0,2.6,10.0,0.9,12.6,38.0,22.857,2.12555861,1.94704902,215.18395996,242.11338806,8.0,0.0,22.081,35.035,Pineridge & Westminster,236 SUMMERFIELD DRIVE,1149900.0,"July 14, 2021",1200000.0,14.0,3.0,2000.0,30.0,Storey,,,2021.0,6284.35,105.0,40.0,43.51880718,-80.18170882
7044,45392,2000013484,3 PEARSON STREET,14610.5390625,35230393.0,4493.0,3214.0,39.8,3611.7,1.2,1299.2,1055.0,3105.0,335.0,340.0,7.6,23.5,69.2,7.5,33.7,1495.0,790.0,52.8,3.0,830.0,55.5,80801.0,501027.00000000006,526109.0,1235.0,82.9,255.0,17.1,19.8,37.3,1538.0,3450.0,1315.0,38.1,245.0,7.1,95.0,2.8,6.6,2195.0,75.0,3.4,20.0,0.9,10.0,0.5,13.6,46.1,10.676,3.72116947,1.38240099,244.12254333,259.90057373,7.68,0.0,30.139,18.177,Pineridge & Westminster,3 PEARSON STREET,799900.0,"May 28, 2021",900000.0,3.0,3.0,2000.0,15.0,Storey,2021.0,476000.0,2021.0,5438.82,108.0,30.23,43.50885,-80.18048833
7058,32546,2000013284,11 WILKIE CRESCENT,7285.46484375,35230393.0,4493.0,3214.0,39.8,3611.7,1.2,1299.2,1055.0,3105.0,335.0,340.0,7.6,23.5,69.2,7.5,33.7,1495.0,790.0,52.8,3.0,830.0,55.5,80801.0,501027.00000000006,526109.0,1235.0,82.9,255.0,17.1,19.8,37.3,1538.0,3450.0,1315.0,38.1,245.0,7.1,95.0,2.8,6.6,2195.0,75.0,3.4,20.0,0.9,10.0,0.5,13.6,46.1,14.565,3.88747597,1.65140271,270.60147095,290.70474243,7.68,0.0,28.901,23.765,Pineridge & Westminster,11 WILKIE CRESCENT,799900.0,"August 16, 2021",875000.0,5.0,3.0,,,Storey,2021.0,412000.0,2021.0,412000.0,110.0,30.0,43.50797959,-80.18069534
7100,45897,2000013470,70 WILKIE CRESCENT,14659.2734375,35230393.0,4493.0,3214.0,39.8,3611.7,1.2,1299.2,1055.0,3105.0,335.0,340.0,7.6,23.5,69.2,7.5,33.7,1495.0,790.0,52.8,3.0,830.0,55.5,80801.0,501027.00000000006,526109.0,1235.0,82.9,255.0,17.1,19.8,37.3,1538.0,3450.0,1315.0,38.1,245.0,7.1,95.0,2.8,6.6,2195.0,75.0,3.4,20.0,0.9,10.0,0.5,13.6,46.1,10.612,4.73384142,1.58830488,256.11068726,273.04232788,7.68,0.0,33.012,25.145,Pineridge & Westminster,70 WILKIE CRESCENT,849000.0,"July 16, 2021",920500.0,6.0,3.0,2500.0,15.0,Storey,2021.0,452000.0,2021.0,5164.59,110.0,30.0,43.50906461,-80.17931118
7150,14821,2000014455,210 GOODWIN DRIVE,14606.5859375,35230393.0,4493.0,3214.0,39.8,3611.7,1.2,1299.2,1055.0,3105.0,335.0,340.0,7.6,23.5,69.2,7.5,33.7,1495.0,790.0,52.8,3.0,830.0,55.5,80801.0,501027.00000000006,526109.0,1235.0,82.9,255.0,17.1,19.8,37.3,1538.0,3450.0,1315.0,38.1,245.0,7.1,95.0,2.8,6.6,2195.0,75.0,3.4,20.0,0.9,10.0,0.5,13.6,46.1,26.719,2.71213436,3.93492413,280.1239624,313.48910522,7.68,0.0,7.218,41.705,Pineridge & Westminster,210 GOODWIN DRIVE,999000.0,"December 07, 2021",1110000.0,5.0,3.0,2000.0,15.0,Storey,2021.0,457000.0,2021.0,5221.72,117.26,37.73,43.51384812,-80.17550456
7189,44875,2000014583,114 BAXTER DRIVE,11686.03515625,35230393.0,4493.0,3214.0,39.8,3611.7,1.2,1299.2,1055.0,3105.0,335.0,340.0,7.6,23.5,69.2,7.5,33.7,1495.0,790.0,52.8,3.0,830.0,55.5,80801.0,501027.00000000006,526109.0,1235.0,82.9,255.0,17.1,19.8,37.3,1538.0,3450.0,1315.0,38.1,245.0,7.1,95.0,2.8,6.6,2195.0,75.0,3.4,20.0,0.9,10.0,0.5,13.6,46.1,26.2,3.35748768,3.73598337,255.4407959,288.73345947,7.68,0.0,6.701,42.896,Pineridge & Westminster,114 BAXTER DRIVE,1299000.0,"October 07, 2021",1335000.0,1.0,4.0,2500.0,15.0,Storey,,,2021.0,6878.51,110.83,37.53,43.51298603,-80.17672273
7206,44399,2000042213,231 GOODWIN DRIVE,14125.6875,35230393.0,4493.0,3214.0,39.8,3611.7,1.2,1299.2,1055.0,3105.0,335.0,340.0,7.6,23.5,69.2,7.5,33.7,1495.0,790.0,52.8,3.0,830.0,55.5,80801.0,501027.00000000006,526109.0,1235.0,82.9,255.0,17.1,19.8,37.3,1538.0,3450.0,1315.0,38.1,245.0,7.1,95.0,2.8,6.6,2195.0,75.0,3.4,20.0,0.9,10.0,0.5,13.6,46.1,22.373,2.86419487,3.46651483,288.01589966,316.71798706,7.68,0.0,25.86,25.56,Pineridge & Westminster,231 GOODWIN DRIVE,929900.0,"June 11, 2021",1010000.0,1.0,4.0,1500.0,,Storey,2016.0,465000.0,2021.0,5256.0,105.73,33.94,43.51275,-80.175557
7212,1778,2000042223,33 SAMUEL DRIVE,14125.6875,35230393.0,4493.0,3214.0,39.8,3611.7,1.2,1299.2,1055.0,3105.0,335.0,340.0,7.6,23.5,69.2,7.5,33.7,1495.0,790.0,52.8,3.0,830.0,55.5,80801.0,501027.00000000006,526109.0,1235.0,82.9,255.0,17.1,19.8,37.3,1538.0,3450.0,1315.0,38.1,245.0,7.1,95.0,2.8,6.6,2195.0,75.0,3.4,20.0,0.9,10.0,0.5,13.6,46.1,22.393,2.1525619,3.4948132,300.77032471,328.80957031,7.68,0.0,23.365,28.661,Pineridge & Westminster,33 SAMUEL DRIVE,1099900.0,"September 11, 2021",1095000.0,32.0,3.0,2000.0,15.0,Storey,,,2021.0,5713.0,112.0,54.0,43.51342452,-80.17442111
7268,34823,2000014164,44 PINE RIDGE DRIVE,11966.19921875,35230388.0,546.0,549.0,-0.5,4666.7,0.1,1566.7,110.0,385.0,50.0,25.0,4.6,20.2,70.6,9.2,37.1,185.0,180.0,97.3,2.9,110.0,59.5,81747.0,449380.99999999994,463100.99999999994,180.0,97.3,10.0,5.4,16.2,0.0,0.0,415.0,150.0,36.1,20.0,4.8,10.0,2.4,9.7,250.0,10.0,4.0,20.0,8.0,0.0,0.0,2.9,21.4,8.62,1.2004441,0.8306874,131.03218079,141.68034363,8.0,0.0,17.857,42.952,Pineridge & Westminster,44 PINE RIDGE DRIVE,999900.0,"May 03, 2021",1195000.0,6.0,3.0,2000.0,30.0,Storey,2021.0,583000.0,2020.0,6546.17,108.0,68.8,43.51291873,-80.19060317
7298,25094,2000014538,38 CAMM CRESCENT,13974.8515625,35230388.0,546.0,549.0,-0.5,4666.7,0.1,1566.7,110.0,385.0,50.0,25.0,4.6,20.2,70.6,9.2,37.1,185.0,180.0,97.3,2.9,110.0,59.5,81747.0,449380.99999999994,463100.99999999994,180.0,97.3,10.0,5.4,16.2,0.0,0.0,415.0,150.0,36.1,20.0,4.8,10.0,2.4,9.7,250.0,10.0,4.0,20.0,8.0,0.0,0.0,2.9,21.4,8.43,1.58558166,0.70973861,134.88885498,145.61141968,8.0,0.0,18.612,42.522,Pineridge & Westminster,38 CAMM CRESCENT,949000.0,"September 21, 2021",1023000.0,8.0,3.0,1500.0,30.0,Storey,,,2020.0,5131.39,103.6,26.69,43.51226949,-80.19010363
7318,45401,2000015501,27 BAXTER DRIVE,6048.78125,35230393.0,4493.0,3214.0,39.8,3611.7,1.2,1299.2,1055.0,3105.0,335.0,340.0,7.6,23.5,69.2,7.5,33.7,1495.0,790.0,52.8,3.0,830.0,55.5,80801.0,501027.00000000006,526109.0,1235.0,82.9,255.0,17.1,19.8,37.3,1538.0,3450.0,1315.0,38.1,245.0,7.1,95.0,2.8,6.6,2195.0,75.0,3.4,20.0,0.9,10.0,0.5,13.6,46.1,35.706,2.11207199,3.81911993,200.06277466,241.70115662,8.0,0.0,27.484,35.968,Pineridge & Westminster,27 BAXTER DRIVE,1499900.0,"May 06, 2021",1510000.0,6.0,4.0,2500.0,15.0,Storey,2021.0,734000.0,2021.0,8241.72,117.29,52.58,43.51502925,-80.17889994
7382,48249,2000045401,192 AMBROUS CRESCENT,26872.937500000004,35230382.0,2652.0,1825.0,45.3,749.7,3.5,304.8,410.0,1550.0,685.0,175.0,6.6,15.5,58.5,25.8,44.7,1025.0,700.0,68.3,2.6,400.0,39.0,102461.0,562510.0,601865.9999999999,955.0,94.1,60.0,5.9,13.1,66.7,1716.0,2180.0,1055.0,48.4,225.0,10.3,115.0,5.3,6.0,1130.0,45.0,4.0,65.0,5.8,10.0,0.9,15.9,44.1,16.248,0.05712164,1.32054567,129.95332336,147.57875061,7.65,0.0,10.532,34.903,Kortright East,192 AMBROUS CRESCENT,1100000.0,"November 12, 2021",1370000.0,9.0,3.0,2000.0,5.0,Storey,,,2021.0,6880.0,115.0,39.0,43.5275391,-80.2013406
7505,49660,2000045626,14 EMENY LANE,6348.19140625,35230382.0,2652.0,1825.0,45.3,749.7,3.5,304.8,410.0,1550.0,685.0,175.0,6.6,15.5,58.5,25.8,44.7,1025.0,700.0,68.3,2.6,400.0,39.0,102461.0,562510.0,601865.9999999999,955.0,94.1,60.0,5.9,13.1,66.7,1716.0,2180.0,1055.0,48.4,225.0,10.3,115.0,5.3,6.0,1130.0,45.0,4.0,65.0,5.8,10.0,0.9,15.9,44.1,38.725,1.05036998,4.03033686,842.95562744,886.75671387,7.65,2.46526611207,19.824,24.0,Kortright East,14 EMENY LANE,1599000.0,"August 21, 2021",1400000.0,96.0,4.0,3000.0,0.0,Storey,,,2021.0,9038.04,83.67,57.15,43.5180321,-80.2013607
7533,49670,2000045620,27 EMENY LANE,12762.09765625,35230382.0,2652.0,1825.0,45.3,749.7,3.5,304.8,410.0,1550.0,685.0,175.0,6.6,15.5,58.5,25.8,44.7,1025.0,700.0,68.3,2.6,400.0,39.0,102461.0,562510.0,601865.9999999999,955.0,94.1,60.0,5.9,13.1,66.7,1716.0,2180.0,1055.0,48.4,225.0,10.3,115.0,5.3,6.0,1130.0,45.0,4.0,65.0,5.8,10.0,0.9,15.9,44.1,47.239,1.14504945,4.23081398,1025.03710938,1077.64855957,7.65,0.0,29.667,16.481,Kortright East,27 EMENY LANE,1399900.0,"September 03, 2021",1350000.0,44.0,4.0,3000.0,5.0,Storey,,,2021.0,2800.0,100.0,49.0,43.5180321,-80.2013607
7591,47562,2000044813,253 MACALISTER BOULEVARD,4940.71484375,35230382.0,2652.0,1825.0,45.3,749.7,3.5,304.8,410.0,1550.0,685.0,175.0,6.6,15.5,58.5,25.8,44.7,1025.0,700.0,68.3,2.6,400.0,39.0,102461.0,562510.0,601865.9999999999,955.0,94.1,60.0,5.9,13.1,66.7,1716.0,2180.0,1055.0,48.4,225.0,10.3,115.0,5.3,6.0,1130.0,45.0,4.0,65.0,5.8,10.0,0.9,15.9,44.1,14.65,0.10249946,1.21026766,132.16642761,148.12940979,7.65,0.0,8.831,26.8,Kortright East,253 MACALISTER BOULEVARD,1289000.0,"May 26, 2021",1280000.0,6.0,4.0,,5.0,Storey,,,2020.0,6400.0,85.89,34.12,43.5291853,-80.2000243
7609,46129,2000043741,288 MACALISTER BOULEVARD,17943.2578125,35230382.0,2652.0,1825.0,45.3,749.7,3.5,304.8,410.0,1550.0,685.0,175.0,6.6,15.5,58.5,25.8,44.7,1025.0,700.0,68.3,2.6,400.0,39.0,102461.0,562510.0,601865.9999999999,955.0,94.1,60.0,5.9,13.1,66.7,1716.0,2180.0,1055.0,48.4,225.0,10.3,115.0,5.3,6.0,1130.0,45.0,4.0,65.0,5.8,10.0,0.9,15.9,44.1,14.279,0.17358997,1.22217584,132.57876587,148.25389099,7.65,0.0,40.691,13.868,Kortright East,288 MACALISTER BOULEVARD,1089900.0,"December 03, 2021",1115000.0,16.0,3.0,,5.0,Storey,,,2021.0,5587.36,,28.51,43.5291853,-80.2000243
7612,46128,2000043748,286 MACALISTER BOULEVARD,17943.2578125,35230382.0,2652.0,1825.0,45.3,749.7,3.5,304.8,410.0,1550.0,685.0,175.0,6.6,15.5,58.5,25.8,44.7,1025.0,700.0,68.3,2.6,400.0,39.0,102461.0,562510.0,601865.9999999999,955.0,94.1,60.0,5.9,13.1,66.7,1716.0,2180.0,1055.0,48.4,225.0,10.3,115.0,5.3,6.0,1130.0,45.0,4.0,65.0,5.8,10.0,0.9,15.9,44.1,14.279,0.17358997,1.22217584,132.57876587,148.25389099,7.65,0.0,40.035,17.465,Kortright East,286 MACALISTER BOULEVARD,1050000.0,"October 06, 2021",1101000.0,14.0,4.0,2000.0,5.0,Storey,2021.0,532000.0,2021.0,6079.0,,29.0,43.5291853,-80.2000243
7800,12943,2000021308,108 KORTRIGHT ROAD EAST,16275.72265625,35230382.0,2652.0,1825.0,45.3,749.7,3.5,304.8,410.0,1550.0,685.0,175.0,6.6,15.5,58.5,25.8,44.7,1025.0,700.0,68.3,2.6,400.0,39.0,102461.0,562510.0,601865.9999999999,955.0,94.1,60.0,5.9,13.1,66.7,1716.0,2180.0,1055.0,48.4,225.0,10.3,115.0,5.3,6.0,1130.0,45.0,4.0,65.0,5.8,10.0,0.9,15.9,44.1,8.428,0.81344038,0.79905188,106.68904877,116.72979736,7.65,0.0,20.423,34.635,Kortright East,108 KORTRIGHT ROAD EAST,1508700.0,"October 26, 2021",1495000.0,12.0,3.0,2500.0,15.0,Storey,2021.0,679000.0,2021.0,7758.32,140.0,53.0,43.52973358,-80.2072623
7927,25371,2000021291,7 HARTS LANE EAST,27324.765625,35230382.0,2652.0,1825.0,45.3,749.7,3.5,304.8,410.0,1550.0,685.0,175.0,6.6,15.5,58.5,25.8,44.7,1025.0,700.0,68.3,2.6,400.0,39.0,102461.0,562510.0,601865.9999999999,955.0,94.1,60.0,5.9,13.1,66.7,1716.0,2180.0,1055.0,48.4,225.0,10.3,115.0,5.3,6.0,1130.0,45.0,4.0,65.0,5.8,10.0,0.9,15.9,44.1,28.107,2.3349998,2.81016493,589.12200928,622.36865234,7.65,5.62762459753,27.316,41.289,Kortright East,7 HARTS LANE EAST,999900.0,"May 05, 2021",1025000.0,9.0,4.0,1500.0,30.0,Storey,2021.0,573000.0,2021.0,7005.0,170.0,59.0,43.5197953,-80.20638793
8019,10811,2000000486,29 KORTRIGHT ROAD EAST,21835.68359375,35230386.0,302.0,304.0,-0.7,2929.2,0.1,1090.0,50.0,205.0,45.0,30.0,9.8,16.4,67.2,14.8,39.8,95.0,70.0,73.7,3.2,55.0,57.9,111742.0,647287.0,626168.0,85.0,94.4,10.0,11.1,0.0,0.0,0.0,255.0,105.0,41.2,15.0,5.9,0.0,0.0,4.9,195.0,10.0,5.1,10.0,5.1,0.0,0.0,16.4,39.3,20.744,3.24524188,2.3364284,339.97198486,366.29644775,7.65,13.6786294746,35.5,53.7,Kortright East,29 KORTRIGHT ROAD EAST,1100000.0,"September 03, 2021",1220000.0,2.0,4.0,2500.0,,Storey,,,2020.0,7073.91,133.21,64.97,43.524133,-80.210773
8110,13028,2000021626,3 MONTICELLO CRESCENT,76591.2265625,35230382.0,2652.0,1825.0,45.3,749.7,3.5,304.8,410.0,1550.0,685.0,175.0,6.6,15.5,58.5,25.8,44.7,1025.0,700.0,68.3,2.6,400.0,39.0,102461.0,562510.0,601865.9999999999,955.0,94.1,60.0,5.9,13.1,66.7,1716.0,2180.0,1055.0,48.4,225.0,10.3,115.0,5.3,6.0,1130.0,45.0,4.0,65.0,5.8,10.0,0.9,15.9,44.1,26.411,0.62913251,2.16507006,473.4307251,502.63421631,7.65,72.3673593714,33.964,18.286,Kortright East,3 MONTICELLO CRESCENT,1199000.0,"June 02, 2021",1050000.0,54.0,4.0,2000.0,99.0,Storey,2021.0,626000.0,2020.0,7028.99,135.0,88.68,43.525759,-80.221104
8116,13419,2000021030,165 DIMSON AVENUE,76591.2265625,35230382.0,2652.0,1825.0,45.3,749.7,3.5,304.8,410.0,1550.0,685.0,175.0,6.6,15.5,58.5,25.8,44.7,1025.0,700.0,68.3,2.6,400.0,39.0,102461.0,562510.0,601865.9999999999,955.0,94.1,60.0,5.9,13.1,66.7,1716.0,2180.0,1055.0,48.4,225.0,10.3,115.0,5.3,6.0,1130.0,45.0,4.0,65.0,5.8,10.0,0.9,15.9,44.1,12.597,0.81144148,0.94602609,276.50692749,290.86303711,7.65,7.0103545808,47.225,61.85,Kortright East,165 DIMSON AVENUE,1275000.0,"May 06, 2021",1425000.0,7.0,3.0,2000.0,,Bungalow,,,2020.0,7612.86,131.03,69.88,43.526676,-80.21655898
8139,3855,2000021375,38 FORSTER DRIVE,46592.33984375,35230384.0,359.0,367.0,-2.2,2199.8,0.2,812.5,60.0,220.0,80.0,25.0,6.9,16.7,61.1,22.2,43.1,120.0,105.0,87.5,3.0,60.0,50.0,53427.0,600501.0,630391.0,115.0,92.0,10.0,8.0,0.0,0.0,0.0,325.0,135.0,41.5,45.0,13.8,20.0,6.2,0.0,170.0,20.0,11.8,0.0,0.0,0.0,0.0,2.7,32.4,11.399,1.75102079,1.2514112,110.82685852,125.23058319,7.65,35.9398218154,32.617,50.17,Kortright East,38 FORSTER DRIVE,989500.0,"July 12, 2021",1211000.0,6.0,4.0,2500.0,50.0,Storey,,,2021.0,6924.21,118.4,88.85,43.52744898,-80.21044137
8165,11580,2000021274,14 FORSTER DRIVE,46592.33984375,35230384.0,359.0,367.0,-2.2,2199.8,0.2,812.5,60.0,220.0,80.0,25.0,6.9,16.7,61.1,22.2,43.1,120.0,105.0,87.5,3.0,60.0,50.0,53427.0,600501.0,630391.0,115.0,92.0,10.0,8.0,0.0,0.0,0.0,325.0,135.0,41.5,45.0,13.8,20.0,6.2,0.0,170.0,20.0,11.8,0.0,0.0,0.0,0.0,2.7,32.4,10.792,2.1800282,1.51201868,115.08053589,129.56617737,7.65,35.9398218154,38.5,60.694,Kortright East,14 FORSTER DRIVE,1299000.0,"May 07, 2021",1485000.0,8.0,5.0,2500.0,50.0,Storey,2021.0,708000.0,2021.0,7958.0,125.0,62.0,43.525669,-80.21081
8221,7189,2000021213,9 FORSTER DRIVE,76373.7265625,35230385.0,438.0,449.0,-2.4,3035.3,0.1,1085.7,75.0,300.0,65.0,30.0,6.9,17.2,69.0,14.9,42.4,150.0,130.0,86.7,2.9,80.0,53.3,85458.0,648833.9999999999,656149.0,155.0,96.9,10.0,6.3,23.3,0.0,0.0,395.0,190.0,48.1,60.0,15.2,10.0,2.5,3.7,225.0,0.0,0.0,10.0,4.400000000000001,0.0,0.0,17.2,21.2,12.236,2.34945512,1.59123135,124.99420166,141.17170715,7.65,9.57992979007,36.34,56.553,Kortright East,9 FORSTER DRIVE,1224900.0,"September 28, 2021",1342000.0,8.0,4.0,2500.0,50.0,Storey,2021.0,642000.0,2021.0,7335.55,131.0,59.0,43.52558833,-80.21036333
8279,4469,2000000546,12 BRADY LANE,44489.30859375,35230386.0,302.0,304.0,-0.7,2929.2,0.1,1090.0,50.0,205.0,45.0,30.0,9.8,16.4,67.2,14.8,39.8,95.0,70.0,73.7,3.2,55.0,57.9,111742.0,647287.0,626168.0,85.0,94.4,10.0,11.1,0.0,0.0,0.0,255.0,105.0,41.2,15.0,5.9,0.0,0.0,4.9,195.0,10.0,5.1,10.0,5.1,0.0,0.0,16.4,39.3,30.0,3.31709337,2.60640597,509.89816284,545.81915283,7.65,0.0,35.091,45.576,Kortright East,12 BRADY LANE,1195000.0,"November 09, 2021",1195000.0,5.0,3.0,2500.0,50.0,Storey,2021.0,705000.0,2021.0,8055.39,,50.0,43.52239875,-80.21104561
8308,20130,2000000509,11 BRADY LANE,44489.30859375,35230386.0,302.0,304.0,-0.7,2929.2,0.1,1090.0,50.0,205.0,45.0,30.0,9.8,16.4,67.2,14.8,39.8,95.0,70.0,73.7,3.2,55.0,57.9,111742.0,647287.0,626168.0,85.0,94.4,10.0,11.1,0.0,0.0,0.0,255.0,105.0,41.2,15.0,5.9,0.0,0.0,4.9,195.0,10.0,5.1,10.0,5.1,0.0,0.0,16.4,39.3,28.446,3.34073877,2.46941876,473.24880981,507.50231934,7.65,0.0,36.206,41.941,Kortright East,11 BRADY LANE,1000000.0,"October 25, 2021",1230000.0,5.0,4.0,2000.0,50.0,Storey,,,2021.0,6901.0,,115.81,43.52241375,-80.21076028
8441,8633,2000021002,60 KORTRIGHT ROAD EAST,19284.37890625,35230385.0,438.0,449.0,-2.4,3035.3,0.1,1085.7,75.0,300.0,65.0,30.0,6.9,17.2,69.0,14.9,42.4,150.0,130.0,86.7,2.9,80.0,53.3,85458.0,648833.9999999999,656149.0,155.0,96.9,10.0,6.3,23.3,0.0,0.0,395.0,190.0,48.1,60.0,15.2,10.0,2.5,3.7,225.0,0.0,0.0,10.0,4.400000000000001,0.0,0.0,17.2,21.2,11.055,2.13837647,1.34945583,128.28616333,142.83041382,7.65,0.0,31.659,52.045,Kortright East,60 KORTRIGHT ROAD EAST,1299900.0,"June 18, 2021",1332500.0,2.0,2.0,2000.0,,Bungalow,2021.0,676000.0,2021.0,7724.04,125.0,61.0,43.52636808,-80.20847903
8478,9158,2000000529,27 BATHGATE DRIVE,69594.4765625,35230386.0,302.0,304.0,-0.7,2929.2,0.1,1090.0,50.0,205.0,45.0,30.0,9.8,16.4,67.2,14.8,39.8,95.0,70.0,73.7,3.2,55.0,57.9,111742.0,647287.0,626168.0,85.0,94.4,10.0,11.1,0.0,0.0,0.0,255.0,105.0,41.2,15.0,5.9,0.0,0.0,4.9,195.0,10.0,5.1,10.0,5.1,0.0,0.0,16.4,39.3,20.704,2.96301961,1.84788156,400.66595459,426.17645264,7.65,8.67867333641,45.524,41.143,Kortright East,27 BATHGATE DRIVE,1149000.0,"September 23, 2021",1281000.0,9.0,3.0,2000.0,50.0,Storey,2021.0,575000.0,2021.0,6558.0,104.13,62.34,43.52147118,-80.2078883
8829,13074,2000024628,3 FLANDERS ROAD,97080.32812500001,35230176.0,427.0,442.0,-3.4,2576.9,0.2,947.1,65.0,275.0,85.0,30.0,7.1,15.3,64.7,20.0,42.2,155.0,140.0,90.3,2.7,65.0,41.9,64938.0,400667.00000000006,407102.0,140.0,90.3,10.0,6.5,10.7,0.0,0.0,340.0,110.0,32.4,30.0,8.800000000000002,0.0,0.0,3.9,200.0,0.0,0.0,10.0,5.0,10.0,5.0,2.4,28.6,16.424,2.69193196,2.2666409,386.90325928,408.28497314,6.53,33.3349343481,25.37,29.593,Priory Park,3 FLANDERS ROAD,699900.0,"July 05, 2021",825000.0,7.0,3.0,,,Bungalow,,,2021.0,4480.0,,96.0,43.514848,-80.245449
